id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_town_name,place_county_name,place_state_name,place_country_name,place_admin1_name,place_admin2_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
132171652,2021/12/04,2021-12-04,,Central Time (US & Canada),5381714,laylahill00,Layla Hill,2022-08-24 18:21:43 UTC,2022-08-24 18:39:06 UTC,research,,https://www.inaturalist.org/observations/132171652,https://static.inaturalist.org/photos/225037926/medium.jpg,,"","Site ID: Indian Creek 32
Stem count: 200-500

Stem size: pencil, <pencil

Population size: >1 acre

Community type: Riparian, pine, beech

",1,0,false,,"Grant, Louisiana, United States",31.7288244444,-92.5244786111,,,,,,,,false,,,,,Louisiana,United States,Louisiana,Grant,river cane,Arundinaria gigantea,river cane,Plantae,121747
132171658,2021/12/04,2021-12-04,,Central Time (US & Canada),5381714,laylahill00,Layla Hill,2022-08-24 18:21:45 UTC,2022-08-24 18:38:35 UTC,research,,https://www.inaturalist.org/observations/132171658,https://static.inaturalist.org/photos/225038204/medium.jpg,,"","Site ID: Indian Creek 33

Stem count: 50-200

Stem size: pencil, dime, <pencil

Population size: >1 acre

Community type: Riparian forest

",1,0,false,,"Grant, Louisiana, United States",31.7284786111,-92.522535,,,,,,,,false,,,,,Louisiana,United States,Louisiana,Grant,river cane,Arundinaria gigantea,river cane,Plantae,121747
132199897,2022/08/24 5:03 PM,2022-08-24,2022-08-24 21:03:00 UTC,Eastern Time (US & Canada),4947585,barncat,thomRfilbin,2022-08-24 22:13:21 UTC,2022-08-25 14:18:42 UTC,research,CC0,https://www.inaturalist.org/observations/132199897,https://inaturalist-open-data.s3.amazonaws.com/photos/225090820/medium.jpg,,"",,2,0,false,,"Madison County, KY, USA",37.7953070832,-84.1903412015,2,,,,2,,,false,,,,Madison,Kentucky,United States,Kentucky,Madison,river cane,Arundinaria gigantea,river cane,Plantae,121747
132214619,2022-03-10 15:38:22-06:00,2022-03-10,2022-03-10 21:38:22 UTC,Central Time (US & Canada),1019332,dunawayb96,Brady S. Dunaway,2022-08-25 00:38:20 UTC,2022-08-25 14:17:35 UTC,research,,https://www.inaturalist.org/observations/132214619,https://static.inaturalist.org/photos/225120791/medium.jpg,,"","",1,0,false,3,"MS-16 E, Canton, MS, US",32.585145,-90.0355305,253,,,,253,,,false,,,,Madison,Mississippi,United States,Mississippi,Madison,river cane,Arundinaria gigantea,river cane,Plantae,121747
132225038,2022-08-20 12:04:24,2022-08-20,2022-08-20 17:04:24 UTC,Central Time (US & Canada),546211,bmbecker,,2022-08-25 02:15:34 UTC,2022-08-25 14:17:57 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/132225038,https://inaturalist-open-data.s3.amazonaws.com/photos/225140966/medium.jpeg,,"",,1,0,false,2,"McAlester, OK 74501, USA",34.9359509,-95.7751070997,,,,,,,,false,gps,gps,,Pittsburg,Oklahoma,United States,Oklahoma,Pittsburg,river cane,Arundinaria gigantea,river cane,Plantae,121747
132248601,2022-07-16 07:31:10,2022-07-16,2022-07-16 12:31:10 UTC,Central Time (US & Canada),5034391,cades1,Cades D,2022-08-25 08:12:53 UTC,2022-08-26 12:42:19 UTC,research,,https://www.inaturalist.org/observations/132248601,https://static.inaturalist.org/photos/225185612/medium.jpeg,,"",,2,0,false,2,"Clarksville, AR 72830, USA",35.4567108997,-93.4648937,,,,,,,,false,,,,Johnson,Arkansas,United States,Arkansas,Johnson,river cane,Arundinaria gigantea,river cane,Plantae,121747
132423201,2022/08/26 8:36 AM,2022-08-26,2022-08-26 13:36:00 UTC,Central Time (US & Canada),2094499,jim_keesling,"",2022-08-26 15:36:58 UTC,2022-08-26 16:46:06 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/132423201,https://inaturalist-open-data.s3.amazonaws.com/photos/225498207/medium.jpeg,,"",,1,0,false,,"Hot Springs Village, AR, USA",34.620875,-92.9009555556,22,,,,22,,,false,,,,Garland,Arkansas,United States,Arkansas,Garland,river cane,Arundinaria gigantea,river cane,Plantae,121747
132432956,2022-08-26 10:44:53-05:00,2022-08-26,2022-08-26 15:44:53 UTC,Central Time (US & Canada),318214,mfria631,Matthew Friant,2022-08-26 16:40:14 UTC,2022-09-15 14:51:16 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/132432956,https://inaturalist-open-data.s3.amazonaws.com/photos/225512844/medium.jpg,,"","",1,0,false,3,"Roland, AR, US",34.8353666667,-92.4994366667,8,,,,8,,,false,,,,Pulaski,Arkansas,United States,Arkansas,Pulaski,river cane,Arundinaria gigantea,river cane,Plantae,121747
132459531,2022-08-26 15:02:00-05:00,2022-08-26,2022-08-26 20:02:00 UTC,Central Time (US & Canada),2182005,zach_skuby,Zach Skubiszewski,2022-08-26 20:08:58 UTC,2022-08-26 20:17:41 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/132459531,https://inaturalist-open-data.s3.amazonaws.com/photos/225562137/medium.jpg,,"","",1,0,false,3,"Southern Illinois University - Carbondale, Carbondale, IL, US",37.7136764406,-89.2209779722,7,,,,7,,,false,,,,Jackson,Illinois,United States,Illinois,Jackson,river cane,Arundinaria gigantea,river cane,Plantae,121747
132501377,2022-08-26 11:11:31-05:00,2022-08-26,2022-08-26 16:11:31 UTC,Central Time (US & Canada),37031,sedge,Paul Marcum,2022-08-28 06:36:10 UTC,2022-08-30 04:07:11 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/132501377,https://inaturalist-open-data.s3.amazonaws.com/photos/225640154/medium.jpg,,"","",2,0,false,3,"Shawnee National Forest, Wolf Lake, IL, US",37.5793583426,-89.4393466667,20,,,,20,,,false,,,,Union,Illinois,United States,Illinois,Union,river cane,Arundinaria gigantea,river cane,Plantae,121747
132586982,2022-08-27 11:42:51-05:00,2022-08-27,2022-08-27 16:42:51 UTC,Central Time (US & Canada),744155,snaredorb,,2022-08-28 14:36:04 UTC,2022-12-15 04:20:52 UTC,research,,https://www.inaturalist.org/observations/132586982,https://static.inaturalist.org/photos/225783020/medium.jpg,,"","",2,0,false,3,"Hinds County, US-MS, US",32.3149960488,-90.3125915957,5,,,,5,,,false,,,,Hinds,Mississippi,United States,Mississippi,Hinds,river cane,Arundinaria gigantea,river cane,Plantae,121747
132587230,2022-08-27 11:46:12-05:00,2022-08-27,2022-08-27 16:46:12 UTC,Central Time (US & Canada),744155,snaredorb,,2022-08-28 14:37:24 UTC,2022-09-15 14:41:51 UTC,research,,https://www.inaturalist.org/observations/132587230,https://static.inaturalist.org/photos/225783508/medium.jpg,,"","",1,0,false,3,"Hinds County, US-MS, US",32.3146155943,-90.3127019853,5,,,,5,,,false,,,,Hinds,Mississippi,United States,Mississippi,Hinds,river cane,Arundinaria gigantea,river cane,Plantae,121747
132587367,2022-08-27 11:50:34-05:00,2022-08-27,2022-08-27 16:50:34 UTC,Central Time (US & Canada),744155,snaredorb,,2022-08-28 14:38:02 UTC,2022-09-15 14:41:45 UTC,research,,https://www.inaturalist.org/observations/132587367,https://static.inaturalist.org/photos/225783744/medium.jpg,,"","",1,0,false,3,"Hinds County, US-MS, US",32.314356342,-90.312439045,5,,,,5,,,false,,,,Hinds,Mississippi,United States,Mississippi,Hinds,river cane,Arundinaria gigantea,river cane,Plantae,121747
132659482,2022-08-26 14:09:35,2022-08-26,2022-08-26 19:09:35 UTC,Central Time (US & Canada),6068145,dereknolan,dereknolan,2022-08-28 18:29:18 UTC,2022-09-03 14:23:35 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/132659482,https://inaturalist-open-data.s3.amazonaws.com/photos/225877271/medium.jpeg,,"",,1,0,false,2,"Atoka County, US-OK, US",34.16853095,-95.78819414,6,,,,6,,,false,,,,Atoka,Oklahoma,United States,Oklahoma,Atoka,river cane,Arundinaria gigantea,river cane,Plantae,121747
132734129,2022/08/28 7:08 PM,2022-08-28,2022-08-29 00:08:00 UTC,Central Time (US & Canada),27667,clifton_albrecht,Clifton Albrecht,2022-08-29 01:53:33 UTC,2022-12-11 22:05:18 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/132734129,https://inaturalist-open-data.s3.amazonaws.com/photos/226019183/medium.jpeg,,"","",1,0,false,,"Texas, US",31.6227204535,-94.7594321818,25,,,,29199,obscured,,true,,"",,Nacogdoches,Texas,United States,Texas,Nacogdoches,river cane,Arundinaria gigantea,river cane,Plantae,121747
132815736,2022/08/27 2:26 PM,2022-08-27,2022-08-27 18:26:00 UTC,America/Kentucky/Louisville,4861153,beezzz502,Becca Trueman,2022-08-29 13:57:50 UTC,2022-09-15 14:41:17 UTC,research,,https://www.inaturalist.org/observations/132815736,https://static.inaturalist.org/photos/226133938/medium.jpg,,"",,1,0,false,,"Prospect, KY 40059, USA",38.3356068751,-85.6025129294,31,,,,31,,,false,,,,Jefferson,Kentucky,United States,Kentucky,Jefferson,river cane,Arundinaria gigantea,river cane,Plantae,121747
132817736,2022/08/24 1:22 PM,2022-08-24,2022-08-24 18:22:00 UTC,Central Time (US & Canada),4979062,hr_dragonfly,,2022-08-29 14:15:27 UTC,2022-08-29 17:44:52 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/132817736,https://inaturalist-open-data.s3.amazonaws.com/photos/226138360/medium.jpg,,"",,1,0,false,,"Stone County, AR, USA",36.0359371024,-92.0597156382,2,,,,2,,,false,,,,Stone,Arkansas,United States,Arkansas,Stone,river cane,Arundinaria gigantea,river cane,Plantae,121747
132897007,2022-08-28 12:37:36-05:00,2022-08-28,2022-08-28 17:37:36 UTC,Central Time (US & Canada),1489057,poldrch,,2022-08-30 01:22:07 UTC,2022-08-30 03:06:51 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/132897007,https://inaturalist-open-data.s3.amazonaws.com/photos/226287077/medium.jpg,,"","",1,0,false,3,"Lake Houston Wilderness Park, New Caney, TX, US",30.1386197213,-95.1723204039,4,,,,4,,,false,,,,Montgomery,Texas,United States,Texas,Montgomery,river cane,Arundinaria gigantea,river cane,Plantae,121747
132910880,2020-04-08 08:56:54-05:00,2020-04-08,2020-04-08 13:56:54 UTC,Central Time (US & Canada),1019332,dunawayb96,Brady S. Dunaway,2022-08-30 04:03:35 UTC,2022-09-01 02:25:15 UTC,research,,https://www.inaturalist.org/observations/132910880,https://static.inaturalist.org/photos/226314110/medium.jpg,,"","",1,0,false,3,"Sidon, MS, US",33.445545,-90.2103883333,10,,,,10,,,false,,,,Leflore,Mississippi,United States,Mississippi,Leflore,river cane,Arundinaria gigantea,river cane,Plantae,121747
132947549,2022/08/30 7:59 AM,2022-08-30,2022-08-30 12:59:00 UTC,Central Time (US & Canada),247087,benthesing,Ben Thesing,2022-08-30 13:51:59 UTC,2022-08-30 17:49:53 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/132947549,https://inaturalist-open-data.s3.amazonaws.com/photos/226379556/medium.jpg,,"",,1,0,false,,"Pulaski County, AR, USA",34.8825521997,-92.7045257997,,,,,,,,false,,,,Pulaski,Arkansas,United States,Arkansas,Pulaski,river cane,Arundinaria gigantea,river cane,Plantae,121747
132967233,2022-08-29 13:25:48-05:00,2022-08-29,2022-08-29 18:25:48 UTC,Central Time (US & Canada),2576000,naturejunkie14,,2022-08-30 16:46:12 UTC,2022-08-30 17:13:53 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/132967233,https://inaturalist-open-data.s3.amazonaws.com/photos/226417194/medium.jpg,,"","",1,0,false,3,"Paragould, AR, US",35.9656333333,-90.5852133333,4,,,,4,,,false,,,,Greene,Arkansas,United States,Arkansas,Greene,river cane,Arundinaria gigantea,river cane,Plantae,121747
133172808,2022-08-31 16:51:34-05:00,2022-08-31,2022-08-31 21:51:34 UTC,Central Time (US & Canada),1019332,dunawayb96,Brady S. Dunaway,2022-09-01 05:11:11 UTC,2022-09-01 14:35:40 UTC,research,,https://www.inaturalist.org/observations/133172808,https://static.inaturalist.org/photos/226800513/medium.jpg,,"","",1,0,false,3,"Starkville, MS, US",33.287575,-88.7649466667,4,,,,4,,,false,,,,Oktibbeha,Mississippi,United States,Mississippi,Oktibbeha,river cane,Arundinaria gigantea,river cane,Plantae,121747
133228570,2021-05-23 09:42:32-05:00,2021-05-23,2021-05-23 14:42:32 UTC,Central Time (US & Canada),2570273,jonasmay,,2022-09-01 17:09:32 UTC,2022-09-01 17:33:39 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/133228570,https://inaturalist-open-data.s3.amazonaws.com/photos/226900827/medium.jpg,,"","",1,0,false,3,"Marshall, AR, US",35.9879056597,-92.7592781001,503,,,,503,,,false,,,,Searcy,Arkansas,United States,Arkansas,Searcy,river cane,Arundinaria gigantea,river cane,Plantae,121747
133496271,2022-09-03 10:01:18-05:00,2022-09-03,2022-09-03 15:01:18 UTC,Central Time (US & Canada),744155,snaredorb,,2022-09-03 18:03:20 UTC,2022-09-15 14:26:07 UTC,research,,https://www.inaturalist.org/observations/133496271,https://static.inaturalist.org/photos/227394606/medium.jpg,,"","",1,0,false,3,"I-20 E, Clinton, MS, US",32.3174335063,-90.3116865178,5,,,,5,,,false,,,,Hinds,Mississippi,United States,Mississippi,Hinds,river cane,Arundinaria gigantea,river cane,Plantae,121747
133519453,Sat Sep 03 2022 16:48:34 GMT -0400 (EDT),2022-09-03,2022-09-03 20:48:34 UTC,Eastern Time (US & Canada),6100852,lordbork,,2022-09-03 20:48:44 UTC,2022-09-15 14:20:28 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/133519453,https://inaturalist-open-data.s3.amazonaws.com/photos/227437865/medium.jpeg,,"",,1,0,false,333,Fletcher,35.4314498901,-82.4933776855,699,,,,699,,,false,,,,Henderson,North Carolina,United States,North Carolina,Henderson,river cane,Arundinaria gigantea,river cane,Plantae,121747
133541441,2022-09-03 15:57:13,2022-09-03,2022-09-03 20:57:13 UTC,Central Time (US & Canada),1955260,annieliveoak,"",2022-09-03 23:50:28 UTC,2022-09-05 14:24:55 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/133541441,https://inaturalist-open-data.s3.amazonaws.com/photos/227480237/medium.jpeg,,"",Common  cane. Signo  Road. Thistlewaite  WMA ,1,0,false,2,"Washington, LA 70589, USA",30.6767943972,-91.9999132944,,,,,,,,false,gps,gps,,,Louisiana,United States,Louisiana,St. Landry,river cane,Arundinaria gigantea,river cane,Plantae,121747
133643870,2022-09-04 12:26:42-04:00,2022-09-04,2022-09-04 16:26:42 UTC,Eastern Time (US & Canada),917682,sschnorr,,2022-09-04 17:51:17 UTC,2022-09-15 14:20:20 UTC,research,,https://www.inaturalist.org/observations/133643870,https://static.inaturalist.org/photos/227670520/medium.jpg,,"","",1,0,false,3,"Sanford, NC, US",35.616827407,-79.1509325803,5,,,,5,,,false,,,,Chatham,North Carolina,United States,North Carolina,Chatham,river cane,Arundinaria gigantea,river cane,Plantae,121747
133658291,2022-09-04 11:52:48,2022-09-04,2022-09-04 16:52:48 UTC,Central Time (US & Canada),61788,rjwhitfield,Robin Whitfield,2022-09-04 19:20:33 UTC,2022-09-04 19:29:33 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/133658291,https://inaturalist-open-data.s3.amazonaws.com/photos/227697377/medium.jpeg,,"",,1,0,false,2,"Grenada, MS 38901, USA",33.798693,-89.802886,,,,,,,,false,gps,gps,,Grenada,Mississippi,United States,Mississippi,Grenada,river cane,Arundinaria gigantea,river cane,Plantae,121747
133719632,2022-08-27 15:43:18-05:00,2022-08-27,2022-08-27 20:43:18 UTC,Central Time (US & Canada),986428,williammcfarland,Will McFarland,2022-09-05 03:31:49 UTC,2023-06-23 12:56:40 UTC,research,CC-BY,https://www.inaturalist.org/observations/133719632,https://inaturalist-open-data.s3.amazonaws.com/photos/227813289/medium.jpg,,"",Frequent in oak-hickory floodplain forest,1,0,false,3,"Natchez Trace Parkway, Kosciusko, MS, US",32.8156383333,-89.68335,10,,,,10,,,false,,,,Leake,Mississippi,United States,Mississippi,Leake,river cane,Arundinaria gigantea,river cane,Plantae,121747
133772999,2022-09-02 19:37:40-05:00,2022-09-02,2022-09-03 00:37:40 UTC,Central Time (US & Canada),1722768,thebirdnerd,Joseph McPhail,2022-09-05 15:42:58 UTC,2022-09-08 05:19:58 UTC,research,CC0,https://www.inaturalist.org/observations/133772999,https://inaturalist-open-data.s3.amazonaws.com/photos/227912057/medium.jpg,,"","",1,0,false,3,"W Craighead Forest Rd, Jonesboro, AR, US",35.785825,-90.7084416667,5,,,,5,,,false,,,,Craighead,Arkansas,United States,Arkansas,Craighead,river cane,Arundinaria gigantea,river cane,Plantae,121747
133805283,2022-09-05 10:57:51-04:00,2022-09-05,2022-09-05 14:57:51 UTC,America/Kentucky/Louisville,3453173,ruthsworld,Ruth M.,2022-09-05 19:05:30 UTC,2022-10-02 00:15:18 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/133805283,https://inaturalist-open-data.s3.amazonaws.com/photos/227971680/medium.jpg,,"","",1,0,false,3,"Cherokee Park, Louisville, KY, US",38.2419071028,-85.6970364658,371,,,,371,,,false,,,,Jefferson,Kentucky,United States,Kentucky,Jefferson,river cane,Arundinaria gigantea,river cane,Plantae,121747
133852808,2022/09/05 1:04 PM,2022-09-05,2022-09-05 18:04:00 UTC,Central Time (US & Canada),9531,kucycads,Kenneth Bader,2022-09-06 00:34:46 UTC,2022-09-15 14:16:14 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/133852808,https://inaturalist-open-data.s3.amazonaws.com/photos/228058927/medium.jpeg,,"",on loop trail west of lake,1,0,false,,"Leon County, TX, USA",31.188223207,-95.979402996,96,,,,96,,,false,,,,Leon,Texas,United States,Texas,Leon,River Cane,Arundinaria gigantea,river cane,Plantae,121747
134525156,2022/09/10 3:19 PM,2022-09-10,2022-09-10 20:19:00 UTC,Central Time (US & Canada),27450,alabamaplants,J. Kevin England,2022-09-11 02:35:01 UTC,2022-09-13 20:24:01 UTC,research,,https://www.inaturalist.org/observations/134525156,https://static.inaturalist.org/photos/229308609/medium.jpeg,,"",,1,0,false,,"Winston County, AL, USA",34.2963902796,-87.273878434,81,,,,81,,,false,,,,Winston,Alabama,United States,Alabama,Winston,river cane,Arundinaria gigantea,river cane,Plantae,121747
134631916,2022-09-11 14:16:23-05:00,2022-09-11,2022-09-11 19:16:23 UTC,Central Time (US & Canada),703760,frandsong,Garrett Frandson,2022-09-11 20:05:47 UTC,2022-09-12 05:05:42 UTC,research,,https://www.inaturalist.org/observations/134631916,https://static.inaturalist.org/photos/229513973/medium.jpg,,"","",1,0,false,3,"Buffalo National River, Marshall, AR, US",35.9847533333,-92.74412,4,,,,4,,,false,,,,Searcy,Arkansas,United States,Arkansas,Searcy,river cane,Arundinaria gigantea,river cane,Plantae,121747
134641926,2022-05-31 08:44:00,2022-05-31,2022-05-31 13:44:00 UTC,Central Time (US & Canada),888387,rjbaltierra,RJ Baltierra,2022-09-11 21:10:18 UTC,2022-09-12 04:58:19 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/134641926,https://inaturalist-open-data.s3.amazonaws.com/photos/229532220/medium.jpeg,,"",,1,0,false,2,"Clayton, OK 74536, USA",34.5430739722,-95.4621779722,,,,,,,,false,gps,gps,,Pushmataha,Oklahoma,United States,Oklahoma,Pushmataha,river cane,Arundinaria gigantea,river cane,Plantae,121747
134648429,2022-09-11 15:17:27,2022-09-11,2022-09-11 20:17:27 UTC,Central Time (US & Canada),61788,rjwhitfield,Robin Whitfield,2022-09-11 21:55:55 UTC,2022-09-13 20:23:54 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/134648429,https://inaturalist-open-data.s3.amazonaws.com/photos/229544703/medium.jpeg,,"",,1,0,false,2,"Grenada, MS 38901, USA",33.7990989722,-89.8052289722,,,,,,,,false,gps,gps,,Grenada,Mississippi,United States,Mississippi,Grenada,river cane,Arundinaria gigantea,river cane,Plantae,121747
134653491,2022-09-11 14:44:23,2022-09-11,2022-09-11 19:44:23 UTC,Central Time (US & Canada),61788,rjwhitfield,Robin Whitfield,2022-09-11 22:32:05 UTC,2022-09-13 20:23:46 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/134653491,https://inaturalist-open-data.s3.amazonaws.com/photos/229554732/medium.jpeg,,"",,1,0,false,2,"Grenada, MS 38901, USA",33.800781,-89.8050309722,,,,,,,,false,gps,gps,,Grenada,Mississippi,United States,Mississippi,Grenada,river cane,Arundinaria gigantea,river cane,Plantae,121747
134653594,2022-09-11 14:36:12,2022-09-11,2022-09-11 19:36:12 UTC,Central Time (US & Canada),61788,rjwhitfield,Robin Whitfield,2022-09-11 22:32:52 UTC,2022-09-13 20:23:38 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/134653594,https://inaturalist-open-data.s3.amazonaws.com/photos/229554957/medium.jpeg,,"",,1,0,false,2,"Grenada, MS 38901, USA",33.800628,-89.804742,,,,,,,,false,gps,gps,,Grenada,Mississippi,United States,Mississippi,Grenada,river cane,Arundinaria gigantea,river cane,Plantae,121747
134690183,2022/09/11 12:45 PM,2022-09-11,2022-09-11 17:45:00 UTC,Central Time (US & Canada),27450,alabamaplants,J. Kevin England,2022-09-12 03:43:32 UTC,2022-09-13 20:21:47 UTC,research,,https://www.inaturalist.org/observations/134690183,https://static.inaturalist.org/photos/229621428/medium.jpeg,,"",,1,0,false,,"Lawrence County, AL, USA",34.4270733067,-87.3191464918,284,,,,284,,,false,,,,Lawrence,Alabama,United States,Alabama,Lawrence,river cane,Arundinaria gigantea,river cane,Plantae,121747
134718655,2022-09-04 18:46:57-05:00,2022-09-04,2022-09-04 23:46:57 UTC,Central Time (US & Canada),1093911,dietz_,,2022-09-12 12:10:51 UTC,2022-09-12 13:22:50 UTC,research,,https://www.inaturalist.org/observations/134718655,https://static.inaturalist.org/photos/229680125/medium.jpg,,"","",1,0,false,3,"Illinois, US",37.3420923705,-88.8195842039,4,,,,28417,obscured,,true,,,,Johnson,Illinois,United States,Illinois,Johnson,river cane,Arundinaria gigantea,river cane,Plantae,121747
134727319,2022-09-12 09:43:02-04:00,2022-09-12,2022-09-12 13:43:02 UTC,Eastern Time (US & Canada),1996578,randy135,Randy Puckett,2022-09-12 13:44:01 UTC,2022-09-13 20:21:40 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/134727319,https://inaturalist-open-data.s3.amazonaws.com/photos/229695568/medium.jpg,,"",Next to creek,1,0,false,3,"Spurlock Ct, Alcoa, TN, US",35.7855100232,-83.9805509058,5,,,,5,,,false,,,,Blount,Tennessee,United States,Tennessee,Blount,river cane,Arundinaria gigantea,river cane,Plantae,121747
134995541,2022/09/03 2:23 PM,2022-09-03,2022-09-03 19:23:00 UTC,Central Time (US & Canada),2772586,abelkinser,,2022-09-14 15:38:54 UTC,2022-09-14 16:21:29 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/134995541,https://inaturalist-open-data.s3.amazonaws.com/photos/230193739/medium.jpeg,,"",,1,0,false,,"Illinois, US",37.7705148394,-89.5247193254,7,,,,28359,obscured,,true,,,,Jackson,Illinois,United States,Illinois,Jackson,river cane,Arundinaria gigantea,river cane,Plantae,121747
135048287,2022-09-14 13:46:28-05:00,2022-09-14,2022-09-14 18:46:28 UTC,Central Time (US & Canada),3622394,morganmuell1,Morgan Muell,2022-09-14 22:30:44 UTC,2022-09-15 00:45:30 UTC,research,,https://www.inaturalist.org/observations/135048287,https://static.inaturalist.org/photos/230286536/medium.jpg,,"","",1,0,false,3,"Choctafaula Creek, Tuskegee, AL, US",32.46877,-85.6377116667,44,,,,44,,,false,,,,Macon,Alabama,United States,Alabama,Macon,river cane,Arundinaria gigantea,river cane,Plantae,121747
135102716,2022-09-04 15:59:30-05:00,2022-09-04,2022-09-04 20:59:30 UTC,Central Time (US & Canada),1093911,dietz_,,2022-09-15 11:55:32 UTC,2022-09-15 14:08:54 UTC,research,,https://www.inaturalist.org/observations/135102716,https://static.inaturalist.org/photos/230389430/medium.jpg,,"","",2,0,false,3,"Illinois, US",37.2249565844,-88.9948686882,5,,,,28417,obscured,,true,,,,Johnson,Illinois,United States,Illinois,Johnson,river cane,Arundinaria gigantea,river cane,Plantae,121747
135285940,2022/09/16 9:49 AM,2022-09-16,2022-09-16 14:49:00 UTC,Central Time (US & Canada),247087,benthesing,Ben Thesing,2022-09-16 19:41:46 UTC,2022-09-22 01:58:19 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/135285940,https://inaturalist-open-data.s3.amazonaws.com/photos/230706315/medium.jpg,,"",,1,0,false,,"Pulaski County, AR, USA",34.8732254997,-92.6655609997,,,,,,,,false,,,,Pulaski,Arkansas,United States,Arkansas,Pulaski,river cane,Arundinaria gigantea,river cane,Plantae,121747
135455531,2022-09-17 14:35:00,2022-09-17,2022-09-17 19:35:00 UTC,Central Time (US & Canada),61788,rjwhitfield,Robin Whitfield,2022-09-18 00:32:06 UTC,2022-09-20 17:11:41 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/135455531,https://inaturalist-open-data.s3.amazonaws.com/photos/231030673/medium.jpeg,,"",,1,0,false,2,"Grenada, MS 38901, USA",33.789391,-89.801077,,,,,,,,false,gps,gps,,Grenada,Mississippi,United States,Mississippi,Grenada,river cane,Arundinaria gigantea,river cane,Plantae,121747
135574926,2022-09-18 13:34:39,2022-09-18,2022-09-18 18:34:39 UTC,Central Time (US & Canada),744712,adiamond,Alvin Diamond,2022-09-18 20:42:54 UTC,2022-09-20 17:12:07 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/135574926,https://inaturalist-open-data.s3.amazonaws.com/photos/231253501/medium.jpeg,,"",,1,0,false,2,"Hope Hull, AL 36043, USA",32.1755434,-86.3448379,,,,,,,,false,gps,gps,,Montgomery,Alabama,United States,Alabama,Montgomery,river cane,Arundinaria gigantea,river cane,Plantae,121747
135588099,2022-09-18 14:53:30,2022-09-18,2022-09-18 19:53:30 UTC,Central Time (US & Canada),552157,encbyancey,"",2022-09-18 22:23:05 UTC,2022-10-14 12:21:46 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/135588099,https://inaturalist-open-data.s3.amazonaws.com/photos/231279104/medium.jpeg,,"",,1,0,false,2,"Gallant, AL 35972, USA",33.964802527,-86.2539199367,326,,,,326,,,false,gps,gps,,Saint Clair,Alabama,United States,Alabama,St. Clair,river cane,Arundinaria gigantea,river cane,Plantae,121747
135606931,2022-09-18 19:25:42-04:00,2022-09-18,2022-09-18 23:25:42 UTC,Eastern Time (US & Canada),1019332,dunawayb96,Brady S. Dunaway,2022-09-19 00:56:26 UTC,2022-10-28 20:55:40 UTC,research,,https://www.inaturalist.org/observations/135606931,https://static.inaturalist.org/photos/231314069/medium.jpg,,"",Growing on a river scour along the Big South Fork River.,1,0,false,3,"Angel Falls Trail, Oneida, TN, US",36.477405,-84.6684633333,17,,,,17,,,false,,,,Scott,Tennessee,United States,Tennessee,Scott,River Cane,Arundinaria gigantea,river cane,Plantae,121747
135723883,2022-04-22 13:35:46,2022-04-22,2022-04-22 18:35:46 UTC,Central Time (US & Canada),2091649,ry_folk,"",2022-09-19 23:18:39 UTC,2022-12-15 04:20:41 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/135723883,https://inaturalist-open-data.s3.amazonaws.com/photos/231531106/medium.jpeg,,"",,1,0,false,2,"Mississippi, US",32.9919633948,-88.9320202144,,,,,29039,obscured,,true,gps,gps,,Neshoba,Mississippi,United States,Mississippi,Neshoba,river cane,Arundinaria gigantea,river cane,Plantae,121747
